18,5,6,4
18,6,4,3
18,7,7,3
18,8,5,1
18,9,9,8
18,10,8,1
19,1,10,9
19,2,1,1
19,3,8,1
19,4,6,4
19,5,10,10
19,6,3,0
19,7,8,5
19,8,0,0
19,9,5,4
19,10,3,0
20,1,9,6
20,2,1,0
20,3,1,0
20,4,9,6
20,5,10,9
20,6,10,6
20,7,3,1
20,8,3,1
20,9,8,8
20,10,8,3
21,1,0,0
21,2,9,6
21,3,4,1
21,4,6,3
21,5,6,6
21,6,4,3
21,7,8,2
21,8,2,0
21,9,2,2
21,10,7,3
22,1,3,2
22,2,0,0
22,3,7,5
22,4,1,1
22,5,6,5
22,6,10,4
22,7,8,2
22,8,7,0
22,9,6,6
22,10,3,1
23,1,1,1
23,2,4,1
23,3,5,3
23,4,3,2
23,5,10,10
23,6,6,3
23,7,6,2
23,8,4,0
23,9,10,10
23,10,6,0
24,1,2,2
24,2,9,3
24,3,9,4
24,4,2,1
24,5,3,3
24,6,0,0
24,7,6,2
24,8,0,0
24,9,5,5
24,10,7,1
25,1,9,7
25,2,6,2
25,3,4,2
25,4,0,0
25,5,5,4
25,6,8,6
25,7,3,2
25,8,5,0
25,9,1,1
25,10,7,3
26,1,10,8
26,2,5,1
26,3,1,0
26,4,0,0
26,5,9,7
26,6,3,1
26,7,10,3
26,8,2,0
26,9,1,1
26,10,7,0
27,1,8,7
27,2,3,0
27,3,1,0
27,4,3,2
27,5,2,2
27,6,9,5
27,7,5,2
27,8,0,0
27,9,0,0
27,10,7,1
28,1,4,4
28,2,1,0
28,3,5,1
28,4,2,0
28,5,4,4
28,6,10,7
28,7,4,1
28,8,8,0
28,9,2,1
28,10,6,2
29,1,5,4
29,2,4,1
29,3,9,4
29,4,9,5
29,5,3,3
29,6,9,6
29,7,0,0
29,8,8,1
29,9,0,0
29,10,10,4
30,1,3,2
30,2,2,1
30,3,2,1
30,4,2,2
30,5,4,4
30,6,1,1
30,7,2,1
30,8,4,0
30,9,10,10
30,10,8,3
31,1,3,3
31,2,1,1
31,3,7,2
31,4,6,4
31,5,4,3
31,6,5,2
31,7,10,5
31,8,6,0
31,9,5,5
31,10,6,0
32,1,4,4
32,2,0,0
32,3,0,0
32,4,6,3
32,5,8,8
32,6,0,0
32,7,0,0
32,8,6,0
32,9,10,10
32,10,7,1
33,1,8,3
33,2,3,1
33,3,7,2
33,4,6,3
33,5,3,2
33,6,9,7
33,7,2,2
33,8,0,0
33,9,8,7
33,10,4,3
34,1,10,7
34,2,1,0
34,3,4,1
34,4,5,1
34,5,10,9
34,6,4,3
34,7,10,3
34,8,6,0
34,9,3,3
34,10,6,3
35,1,6,5
35,2,10,0
35,3,10,3
35,4,8,4
35,5,0,0
35,6,9,6
35,7,10,3
35,8,4,0
35,9,2,2
35,10,4,2
36,1,5,3
36,2,4,1
36,3,5,3
36,4,0,0
36,5,6,6
36,6,5,3
36,7,10,6
36,8,4,0
36,9,10,10
36,10,7,4
37,1,2,2
37,2,6,2
37,3,6,3
37,4,2,2
37,5,1,1
37,6,1,0
37,7,3,1
37,8,0,0
37,9,7,7
37,10,9,3
38,1,2,2
38,2,3,0
38,3,10,3
38,4,0,0
38,5,4,4
38,6,3,1
38,7,7,3
38,8,5,0
38,9,5,5
38,10,3,1
39,1,9,8
39,2,1,0
39,3,2,1
39,4,2,1
39,5,0,0
39,6,9,6
39,7,5,3
39,8,1,0
39,9,2,2
39,10,5,2
40,1,8,7
40,2,9,1
40,3,5,2
40,4,4,3
40,5,10,8
40,6,9,5
40,7,5,2
40,8,8,1
40,9,10,9
40,10,4,1
41,1,10,10
41,2,6,2
41,3,9,3
41,4,3,1
41,5,3,3
41,6,1,0
41,7,9,4
41,8,9,0
41,9,4,4
41,10,2,1
42,1,0,0
42,2,3,2
42,3,4,0
42,4,7,5
42,5,10,9
42,6,2,1
42,7,7,4
42,8,5,1
42,9,0,0
42,10,8,2
43,1,4,3
43,2,9,3
43,3,8,2
43,4,7,3
43,5,1,0
43,6,9,4
43,7,6,3
43,8,6,1
43,9,8,7
43,10,5,0
44,1,2,1
44,2,6,2
44,3,3,1
44,4,8,6
44,5,7,7
44,6,0,0
44,7,5,1
44,8,9,0
44,9,1,1
44,10,6,1
45,1,1,0
45,2,5,3
45,3,1,0
45,4,9,3
45,5,7,7
45,6,0,0
45,7,10,4
45,8,10,2
45,9,2,2
45,10,10,4
46,1,3,3
46,2,4,2
46,3,4,1
46,4,10,6
46,5,0,0
46,6,10,4
46,7,3,0
46,8,8,0
46,9,6,6
46,10,6,2
47,1,0,0
47,2,4,2
47,3,10,2
47,4,5,2
47,5,9,8
47,6,4,2
47,7,10,7
47,8,4,0
47,9,2,2
47,10,6,2
48,1,2,1
48,2,7,4
48,3,9,4
48,4,2,0
48,5,7,6
48,6,3,2
48,7,9,4
48,8,2,0
48,9,7,7
48,10,3,2
49,1,6,3
49,2,2,1
49,3,4,0
49,4,0,0
49,5,6,6
49,6,6,3
49,7,9,1
49,8,0,0
49,9,10,10
49,10,4,2
50,1,3,2
50,2,5,2
50,3,4,3
50,4,1,0
50,5,10,9
50,6,0,0
50,7,4,2
50,8,2,0
50,9,9,9
50,10,7,4
51,1,0,0
51,2,4,1
51,3,5,1
51,4,1,1
51,5,4,3
51,6,6,4
51,7,4,1
51,8,5,0
51,9,4,4
51,10,9,3
52,1,1,1
52,2,1,1
52,3,7,3
52,4,10,1
52,5,5,5
52,6,1,1
52,7,2,2
52,8,1,0
52,9,8,8
52,10,6,1
53,1,3,3
53,2,5,3
53,3,0,0
53,4,0,0
53,5,2,2
53,6,2,2
53,7,1,0
53,8,4,1
53,9,7,7
53,10,9,3
54,1,4,4
54,2,9,1
54,3,3,0
54,4,1,0
54,5,6,5
54,6,2,1
54,7,7,3
54,8,6,0
54,9,1,1
54,10,2,1
55,1,7,5
55,2,9,3
55,3,4,1
55,4,10,6
55,5,3,3
55,6,4,3
55,7,2,0
55,8,5,0
55,9,7,6
55,10,5,4
56,1,6,4
56,2,10,1
56,3,7,1
56,4,6,2
56,5,4,3
56,6,8,6
56,7,3,2
56,8,10,0
56,9,4,4
56,10,2,0
57,1,6,2
57,2,1,1
57,3,3,1
57,4,6,2
57,5,7,7
57,6,3,3
57,7,7,4
57,8,6,1
57,9,9,9
57,10,1,0
58,1,1,1
58,2,2,0
58,3,6,5
58,4,0,0
58,5,0,0
58,6,1,0
58,7,6,2
58,8,4,0
58,9,8,8
58,10,5,1
59,1,1,1
59,2,1,0
59,3,10,4
59,4,5,3
59,5,10,10
59,6,3,2
59,7,7,3
59,8,6,0
59,9,4,4
59,10,5,2
60,1,7,7
60,2,4,2
60,3,5,3
60,4,5,1
60,5,3,2
60,6,0,0
60,7,8,2
60,8,4,0
60,9,7,7
60,10,1,0
61,1,7,5
61,2,9,1
61,3,9,2
61,4,3,0
61,5,8,7
61,6,6,3
61,7,4,1
61,8,5,1
61,9,9,9
61,10,7,1
62,1,10,8
62,2,10,2
62,3,8,1
62,4,8,3
62,5,2,2
62,6,4,2
62,7,2,0
62,8,9,1
62,9,3,3
62,10,7,2
63,1,10,6
63,2,1,0
63,3,1,0
63,4,6,5
63,5,7,7
63,6,3,2
63,7,7,1
63,8,4,0
63,9,2,2
63,10,1,1
64,1,4,4
64,2,6,1
64,3,0,0
64,4,2,1
64,5,10,10
64,6,2,2
64,7,1,0
64,8,7,1
64,9,6,5
64,10,1,1
65,1,9,8
65,2,0,0
65,3,7,2
65,4,0,0
65,5,3,3
65,6,4,1
65,7,4,2
65,8,8,1
65,9,4,3
65,10,2,1
66,1,4,2
66,2,0,0
66,3,5,1
66,4,7,3
66,5,8,8
66,6,7,4
66,7,5,2
66,8,0,0
66,9,9,8
66,10,7,3
67,1,10,9
67,2,5,2
67,3,8,3
67,4,10,4
67,5,10,9
67,6,0,0
67,7,6,3
67,8,1,0
67,9,6,6
67,10,3,1
68,1,3,1
68,2,5,1
68,3,9,2
68,4,6,2
68,5,3,2
68,6,3,2
68,7,7,3
68,8,3,0
68,9,6,6
68,10,2,1
69,1,3,1
69,2,7,2
69,3,2,2
69,4,9,1
69,5,0,0
69,6,5,3
69,7,6,2
69,8,5,0
69,9,1,1
69,10,4,1
70,1,1,1
70,2,7,3
70,3,1,0
70,4,10,6
70,5,3,3
70,6,10,2
70,7,10,3
70,8,6,0
70,9,5,5
70,10,1,0
71,1,4,4
71,2,0,0
71,3,1,1
71,4,10,5
71,5,0,0
71,6,4,2
71,7,2,2
71,8,1,0
71,9,1,1
71,10,7,5
72,1,3,3
72,2,7,4
72,3,8,5
72,4,8,6
72,5,7,7
72,6,9,3
72,7,2,1
72,8,8,2
72,9,8,8
72,10,1,0
73,1,9,7
73,2,6,2
73,3,4,2
73,4,10,6
73,5,6,6
73,6,5,4
73,7,5,0
73,8,9,0
73,9,7,7
73,10,5,2
74,1,0,0
74,2,0,0
74,3,8,1
74,4,1,1
74,5,9,8
74,6,9,5
74,7,0,0
74,8,0,0
74,9,9,9
74,10,0,0
75,1,2,2
75,2,3,1
75,3,10,2
75,4,8,5
75,5,7,6
75,6,8,2
75,7,5,3
75,8,4,0
75,9,5,5
75,10,2,1
76,1,6,4
76,2,3,1
76,3,8,1
76,4,6,3
76,5,7,7
76,6,5,4
76,7,3,2
76,8,3,0
76,9,8,8
76,10,6,1
77,1,0,0
77,2,7,3
77,3,3,1
77,4,10,3
77,5,9,8
77,6,6,3
77,7,3,1
77,8,10,4
77,9,10,9
77,10,2,1
78,1,5,5
78,2,4,3
78,3,10,4
78,4,4,3
78,5,4,2
78,6,4,2
78,7,10,4
78,8,1,0
78,9,4,4
78,10,2,1
79,1,6,6
79,2,4,1
79,3,6,3
79,4,3,0
79,5,4,4
79,6,10,5
79,7,4,2
79,8,3,0
79,9,8,8
79,10,0,0
80,1,2,1
80,2,7,4
80,3,5,1
80,4,5,2
80,5,9,5
80,6,6,3
80,7,3,1
80,8,7,1
80,9,6,6
80,10,4,1
81,1,0,0
81,2,10,5
81,3,10,2
81,4,3,2
81,5,2,1
81,6,3,2
81,7,4,2
81,8,5,0
81,9,3,3
81,10,10,4
82,1,1,1
82,2,0,0
82,3,10,4
82,4,10,7
82,5,3,3
82,6,1,1
82,7,6,3
82,8,9,0
82,9,0,0
82,10,0,0
83,1,0,0
83,2,4,0
83,3,4,3
83,4,7,6
83,5,0,0
83,6,6,3
83,7,4,1
83,8,6,0
83,9,2,2
83,10,8,2
84,1,3,2
84,2,6,1
84,3,0,0
84,4,9,4
84,5,1,1
84,6,2,0
84,7,2,1
84,8,0,0
84,9,9,8
84,10,2,0
85,1,9,6
85,2,4,1
85,3,0,0
85,4,1,0
85,5,3,3
85,6,7,5
85,7,3,0
85,8,5,0
85,9,5,5
85,10,2,1
86,1,5,3
86,2,4,1
86,3,10,5
86,4,4,1
86,5,0,0
86,6,0,0
86,7,8,3
86,8,5,0
86,9,2,2
86,10,0,0
87,1,10,10
87,2,9,1
87,3,8,2
87,4,8,5
87,5,0,0
87,6,4,1
87,7,2,1
87,8,5,0
87,9,4,4
87,10,4,0
88,1,2,2
88,2,9,2
88,3,4,1
88,4,7,5
88,5,2,2
88,6,9,5
88,7,4,2
88,8,2,0
88,9,0,0
88,10,10,4
89,1,6,6
89,2,5,1
89,3,1,1
89,4,1,1
89,5,5,5
89,6,7,5
89,7,6,2
89,8,8,0
89,9,10,9
89,10,8,4
90,1,0,0
90,2,5,2
90,3,5,3
90,4,5,2
90,5,0,0
90,6,2,2
90,7,0,0
90,8,7,2
90,9,9,8
90,10,4,1
91,1,9,6
91,2,5,2
91,3,9,4
91,4,2,2
91,5,9,9
91,6,8,7
91,7,10,5
91,8,7,1
91,9,0,0
91,10,5,4
92,1,2,2
92,2,5,3
92,3,5,0
92,4,3,0
92,5,2,1
92,6,9,4
92,7,4,2
92,8,10,0
92,9,2,2
92,10,2,1
93,1,10,9
93,2,10,3
93,3,2,0
93,4,6,3
93,5,7,6
93,6,0,0
93,7,3,2
93,8,9,0
93,9,9,9
93,10,3,0
94,1,10,8
94,2,7,1
94,3,2,0
94,4,5,3
94,5,6,5
94,6,7,5
94,7,10,3
94,8,8,0
94,9,1,1
94,10,1,0
95,1,2,2
95,2,3,1
95,3,2,2
95,4,7,5
95,5,9,8
95,6,2,1
95,7,4,3
95,8,8,0
95,9,3,3
95,10,6,0
96,1,3,3
96,2,5,2
96,3,6,4
96,4,5,3
96,5,8,7
96,6,1,1
96,7,4,3
96,8,2,0
96,9,1,1
96,10,3,2
97,1,3,3
97,2,0,0
97,3,1,0
97,4,3,3
97,5,7,7
97,6,10,5
97,7,6,4
97,8,9,0
97,9,10,8
97,10,1,0
98,1,5,5
98,2,7,1
98,3,0,0
98,4,9,6
98,5,1,1
98,6,4,2
98,7,1,0
98,8,6,0
98,9,8,8
98,10,7,3
99,1,2,2
99,2,2,1
99,3,4,0
99,4,5,2
99,5,9,8
99,6,10,6
99,7,3,0
99,8,1,0
99,9,6,6
99,10,0,0
100,1,0,0
100,2,9,3
100,3,7,2
100,4,8,6
100,5,6,6
100,6,10,5
100,7,3,1
100,8,6,0
100,9,4,4
100,10,2,1
101,1,2,2
101,2,8,3
101,3,5,4
101,4,7,4
101,5,7,6
101,6,4,2
101,7,3,1
101,8,9,1
101,9,5,5
101,10,10,2
102,1,9,8
102,2,10,5
102,3,10,3
102,4,5,3
102,5,1,1
102,6,2,2
102,7,2,1
102,8,10,0
102,9,3,2
102,10,10,2
103,1,0,0
103,2,4,0
103,3,4,1
103,4,7,3
103,5,8,7
103,6,2,2
103,7,7,3
103,8,1,0
103,9,3,3
103,10,8,2
104,1,6,5
104,2,8,0
104,3,1,1
104,4,9,3
104,5,9,7
104,6,2,2
104,7,6,3
104,8,4,1
104,9,6,6
104,10,7,4
105,1,10,7
105,2,10,3
105,3,8,4
105,4,2,1
105,5,6,5
105,6,6,2
105,7,2,1
105,8,3,0
105,9,6,6
105,10,5,0
106,1,10,7
106,2,5,1
106,3,4,0
106,4,0,0
106,5,7,7
106,6,10,4
106,7,5,4
106,8,6,1
106,9,2,2
106,10,5,1
107,1,9,8
107,2,7,1
107,3,10,2
107,4,2,0
107,5,8,7
107,6,4,2
107,7,7,4
107,8,6,0
107,9,10,10
107,10,6,2
108,1,8,7
108,2,1,1
108,3,5,0
108,4,3,3
108,5,2,2
108,6,5,3
108,7,5,2
108,8,5,0
108,9,3,2
108,10,6,0
109,1,0,0
109,2,2,1
109,3,3,2
109,4,8,4
109,5,0,0
109,6,6,2
109,7,3,2
109,8,10,0
109,9,6,6
109,10,7,2
110,1,10,10
110,2,6,1
110,3,0,0
110,4,0,0
110,5,8,7
110,6,3,2
110,7,10,1
110,8,9,0
110,9,4,4
110,10,6,1
111,1,9,6
111,2,0,0
111,3,10,3
111,4,10,5
111,5,3,3
111,6,1,0
111,7,4,3
111,8,8,0
111,9,0,0
111,10,7,1
112,1,6,5
112,2,1,0
112,3,9,3
112,4,4,2
112,5,10,8
112,6,7,3
112,7,1,1
112,8,3,1
112,9,7,7
112,10,7,1
113,1,8,7
113,2,0,0
113,3,5,2
113,4,3,2
113,5,7,5
113,6,2,1
113,7,1,1
113,8,8,0
113,9,5,5
113,10,4,2
114,1,5,5
114,2,6,0
114,3,5,4
114,4,4,2
114,5,4,3
114,6,7,2
114,7,3,2
114,8,10,1
114,9,2,2
114,10,8,2
115,1,5,3
115,2,0,0
115,3,9,2
115,4,8,4
115,5,7,5
115,6,7,6
115,7,4,2
115,8,3,0
115,9,6,6
115,10,6,1
116,1,0,0
116,2,5,1
116,3,3,2
116,4,4,2
116,5,6,6
116,6,8,4
116,7,2,1
116,8,5,0
116,9,4,4
116,10,8,1
117,1,1,1
117,2,2,0
117,3,9,3
117,4,10,5
117,5,8,6
117,6,4,2
117,7,4,3
117,8,5,0
117,9,1,0
117,10,2,0
118,1,4,4
118,2,7,1
118,3,4,2
118,4,2,2
118,5,4,4
118,6,7,2
118,7,6,2
118,8,3,0
118,9,4,4
118,10,6,0
119,1,3,3
119,2,9,3
119,3,3,0
119,4,4,0
119,5,7,7
119,6,3,1
119,7,7,1
119,8,6,0
119,9,6,6
119,10,9,2
120,1,0,0
120,2,2,1
120,3,10,3
120,4,10,3
120,5,9,8
120,6,6,2
120,7,0,0
120,8,3,0
120,9,9,8
120,10,5,1
121,1,0,0
121,2,9,3
121,3,0,0
121,4,7,2
121,5,8,7
121,6,1,0
121,7,2,2
121,8,2,0
121,9,0,0
121,10,9,4
122,1,8,6
122,2,7,0
122,3,9,3
122,4,10,4
122,5,4,3
122,6,1,1
122,7,5,0
122,8,6,1
122,9,8,8
122,10,2,1
123,1,9,8
123,2,10,4
123,3,0,0
123,4,10,3
123,5,1,1
123,6,3,2
123,7,7,4
123,8,1,0
123,9,1,1
123,10,9,6
124,1,4,4
124,2,2,1
124,3,8,2
124,4,2,1
124,5,8,8
124,6,1,1
124,7,9,1
124,8,1,0
124,9,3,3
124,10,7,1
125,1,1,1
125,2,7,0
125,3,4,1
125,4,5,2
125,5,5,3
125,6,9,5
125,7,9,5
125,8,7,0
125,9,9,8
125,10,1,0
126,1,4,4
126,2,1,1
126,3,6,2
126,4,10,6
126,5,1,1
126,6,10,4
126,7,10,6
126,8,6,2
126,9,10,10
126,10,5,2
127,1,4,2
127,2,8,5
127,3,3,2
127,4,2,1
127,5,0,0
127,6,0,0
127,7,1,0
127,8,7,0
127,9,10,10
127,10,0,0
128,1,0,0
128,2,0,0
128,3,10,3
128,4,0,0
128,5,5,5
128,6,4,1
128,7,10,7
128,8,3,1
128,9,8,8
128,10,8,2
129,1,7,6
129,2,5,0
129,3,7,3
129,4,8,3
129,5,10,7
129,6,5,5
129,7,6,1
129,8,10,1
129,9,10,10
129,10,4,2
130,1,3,3
130,2,1,1
130,3,6,3
130,4,10,7
130,5,0,0
130,6,10,8
130,7,3,3
130,8,10,1
130,9,6,6
130,10,9,2
131,1,6,4
131,2,0,0
131,3,4,0
131,4,10,4
131,5,9,9
131,6,5,3
131,7,9,4
131,8,9,0
131,9,3,3
131,10,3,1
132,1,10,9
132,2,5,4
132,3,6,1
132,4,3,2
132,5,1,0
132,6,6,4
132,7,6,5
132,8,10,0
132,9,8,8
132,10,3,0
133,1,1,1
133,2,5,2
133,3,4,2
133,4,7,3
133,5,0,0
133,6,6,4
133,7,9,2
133,8,2,1
133,9,2,2
133,10,0,0
134,1,5,4
134,2,10,4
134,3,10,3
134,4,5,2
134,5,10,8
134,6,6,2
134,7,0,0
134,8,0,0
134,9,5,5
134,10,2,0
135,1,0,0
135,2,9,4
135,3,1,0
135,4,7,5
135,5,4,4
135,6,3,0
135,7,9,1
135,8,4,0
135,9,5,5
135,10,10,1
136,1,9,8
136,2,4,3
136,3,0,0
136,4,3,2
136,5,4,4
136,6,7,4
136,7,0,0
136,8,6,0
136,9,6,3
136,10,2,1
137,1,1,1
137,2,0,0
137,3,8,6
137,4,8,5
137,5,2,2
137,6,2,1
137,7,10,5
137,8,6,0
137,9,4,4
137,10,5,1
138,1,2,1
138,2,9,1
138,3,4,2
138,4,10,5
138,5,4,3
138,6,8,4
138,7,9,6
138,8,3,0
138,9,8,6
138,10,9,5
139,1,4,4
139,2,8,3
139,3,2,0
139,4,2,1
139,5,1,1
139,6,2,1
139,7,4,2
139,8,9,0
139,9,3,3
139,10,4,1
140,1,8,7
140,2,8,5
140,3,7,1
140,4,9,5
140,5,5,2
140,6,6,3
140,7,5,3
140,8,2,1
140,9,1,1
140,10,0,0
141,1,6,5
141,2,0,0
141,3,4,1
141,4,10,6
141,5,3,3
141,6,3,1
141,7,0,0
141,8,5,0
141,9,7,7
141,10,1,0
142,1,9,9
142,2,6,1
142,3,0,0
142,4,4,1
142,5,1,1
142,6,2,0
142,7,5,2
142,8,4,0
142,9,10,10
142,10,8,1
143,1,4,3
143,2,3,1
143,3,7,3
143,4,0,0
143,5,9,9
143,6,10,5
143,7,7,2
143,8,10,1
143,9,8,8
143,10,0,0
144,1,10,9
144,2,0,0
144,3,9,2
144,4,7,4
144,5,7,7
144,6,6,2
144,7,0,0
144,8,5,0
144,9,1,1
144,10,1,0
145,1,9,8
145,2,1,1
145,3,2,1
145,4,10,4
145,5,0,0
145,6,9,4
145,7,2,1
145,8,2,0
145,9,2,2
145,10,9,2
146,1,8,5
146,2,9,4
146,3,5,2
146,4,3,1
146,5,5,4
146,6,0,0
146,7,4,2
146,8,3,0
146,9,2,2
146,10,5,2
147,1,2,2
147,2,5,1
147,3,9,2
147,4,10,5
147,5,8,5
147,6,10,7
147,7,0,0
147,8,1,0
147,9,0,0
147,10,5,2
148,1,0,0
148,2,3,2
148,3,6,1
148,4,7,6
148,5,2,2
148,6,7,2
148,7,9,2
148,8,10,0
148,9,7,6
148,10,2,0
149,1,3,3
149,2,8,4
149,3,0,0
149,4,10,7
149,5,2,2
149,6,3,2
149,7,3,2
149,8,0,0
149,9,1,1
149,10,9,3
150,1,3,3
150,2,1,0
150,3,10,6
150,4,9,3
150,5,10,8
150,6,7,2
150,7,5,3
150,8,3,0
150,9,4,4
150,10,8,5
151,1,2,2
151,2,0,0
151,3,7,0
151,4,1,1
151,5,8,8
151,6,10,6
151,7,7,5
151,8,5,0
151,9,2,2
151,10,10,5
152,1,4,3
152,2,7,4
152,3,10,4
152,4,7,4
152,5,6,5
152,6,2,1
152,7,3,0
152,8,4,1
152,9,1,1
152,10,2,0
153,1,2,2
153,2,1,1
153,3,4,2
153,4,4,2
153,5,2,2
153,6,7,2
153,7,5,4
153,8,9,0
153,9,10,10
153,10,10,4
154,1,8,4
154,2,3,0
154,3,5,3
154,4,7,5
154,5,8,6
154,6,5,1
154,7,4,2
154,8,4,1
154,9,0,0
154,10,1,0
155,1,9,8
155,2,1,0
155,3,10,3
155,4,1,1
155,5,4,2
155,6,1,1
155,7,1,0
155,8,4,0
155,9,10,8
155,10,10,3
156,1,9,5
156,2,3,1
156,3,6,2
156,4,3,0
156,5,0,0
156,6,10,6
156,7,8,4
156,8,6,1
156,9,5,5
156,10,5,1
157,1,8,6
157,2,3,0
157,3,3,1
157,4,9,3
157,5,7,5
157,6,8,1
157,7,3,1
157,8,8,0
157,9,10,10
157,10,2,0
158,1,4,4
158,2,0,0
158,3,5,1
158,4,5,2
158,5,2,2
158,6,3,2
158,7,0,0
158,8,1,0
158,9,5,5
158,10,8,3
159,1,5,5
159,2,6,5
159,3,5,0
159,4,5,2
159,5,10,10
159,6,6,4
159,7,1,0
159,8,3,0
159,9,3,3
159,10,7,1
160,1,0,0
160,2,6,4
160,3,8,4
160,4,9,0
160,5,0,0
160,6,0,0
160,7,6,3
160,8,3,0
160,9,2,2
160,10,10,3
161,1,5,5
161,2,8,4
161,3,0,0
161,4,9,4
161,5,0,0
161,6,2,1
161,7,9,2
161,8,7,0
161,9,7,7
161,10,1,0
162,1,4,3
162,2,9,1
162,3,4,2
162,4,2,2
162,5,10,8
162,6,4,3
162,7,8,2
162,8,7,0
162,9,8,8
162,10,4,1
163,1,5,5
163,2,5,0
163,3,6,1
163,4,3,2
163,5,3,1
163,6,0,0
163,7,5,3
163,8,9,2
163,9,6,6
163,10,1,0
164,1,1,0
164,2,5,1
164,3,3,2
164,4,10,3
164,5,6,5
164,6,0,0
164,7,10,6
164,8,3,0
164,9,7,6
164,10,9,2
165,1,9,8
165,2,4,1
165,3,4,0
165,4,1,0
165,5,6,5
165,6,1,0
165,7,8,4
165,8,1,0
165,9,2,2
165,10,0,0
166,1,3,3
166,2,6,1
166,3,3,1
166,4,1,1
166,5,10,7
166,6,7,3
166,7,2,2
166,8,3,0
166,9,4,4
166,10,5,2
167,1,5,5
167,2,0,0
167,3,4,1
167,4,7,3
167,5,6,6
167,6,9,5
167,7,8,3
167,8,5,1
167,9,5,5
167,10,1,0
168,1,10,8
168,2,3,1
168,3,2,1
168,4,7,3
168,5,6,4
168,6,10,8
168,7,7,2
168,8,5,1
168,9,3,3
168,10,2,0
169,1,1,1
169,2,5,1
169,3,10,2
169,4,0,0
169,5,3,3
169,6,6,4
169,7,0,0
169,8,7,2
169,9,1,1
169,10,6,2
170,1,6,5
170,2,0,0
170,3,8,3
170,4,2,1
170,5,9,7
170,6,8,7
170,7,4,3
170,8,7,0
170,9,6,6
170,10,5,0
171,1,6,5
171,2,6,2
171,3,5,2
171,4,2,1
171,5,10,7
171,6,2,0
171,7,8,2
171,8,8,0
171,9,5,5
171,10,8,2
172,1,0,0
172,2,9,1
172,3,0,0
172,4,5,4
172,5,10,9
172,6,6,4
172,7,3,1
172,8,9,1
172,9,6,6
172,10,5,2
173,1,6,5
173,2,8,4
173,3,5,1
173,4,8,4
173,5,9,6
173,6,4,3
173,7,0,0
173,8,6,2
173,9,7,6
173,10,8,3
174,1,2,2
174,2,8,3
174,3,6,1
174,4,6,4
174,5,3,2
174,6,4,2
174,7,3,0
174,8,3,0
174,9,6,6
174,10,0,0
175,1,5,5
175,2,4,0
175,3,8,1
175,4,8,6
175,5,7,7
175,6,9,7
175,7,8,5
175,8,10,2
175,9,0,0
175,10,10,2
