428,1
429,2
430,1
431,2
432,5
433,5
434,5
435,2
436,5
437,2
438,3
439,5
440,2
441,5
442,2
443,2
444,1
445,1
446,5
447,4
448,3
449,5
450,5
451,2
452,5
453,3
454,5
455,5
456,1
457,4
458,5
459,5
460,3
461,1
462,4
463,3
464,2
465,3
466,4
467,2
468,5
469,4
470,4
471,3
472,5
473,3
474,5
475,1
476,2
477,2
478,4
479,4
480,2
481,3
482,4
483,5
484,4
485,4
486,4
487,1
488,1
489,2
490,5
491,3
492,5
493,3
494,1
495,4
496,1
497,4
498,4
499,2
500,5
501,4
502,2
503,1
504,5
505,4
506,2
507,5
508,3
509,4
510,4
511,2
512,5
513,1
514,4
515,2
516,1
517,3
518,2
519,4
520,1
521,4
522,2
523,1
524,2
525,5
526,3
527,1
528,4
529,4
530,3
531,5
532,2
533,2
534,2
535,4
536,5
537,2
538,4
539,3
540,4
541,5
542,4
543,4
544,3
545,2
546,5
547,3
548,3
549,4
550,3
551,4
552,3
553,4
554,1
555,1
556,2
557,2
558,5
559,4
560,4
561,3
562,3
563,4
564,2
565,1
566,4
567,2
568,3
569,2
570,5
571,1
572,3
573,3
574,4
575,5
576,5
577,4
578,3
579,5
580,2
581,4
582,4
583,5
584,5
585,5
586,2
587,1
588,1
589,4
590,2
591,1
592,3
593,4
594,2
595,3
596,2
597,2
598,3
599,3
600,5
601,3
602,5
603,5
604,2
605,1
606,4
607,4
608,1
609,4
610,5
611,5
612,5
613,4
614,3
615,3
616,3
617,5
618,2
619,5
620,5
621,4
622,2
623,1
624,4
625,3
626,2
627,3
628,5
629,1
630,4
631,4
632,1
633,2
634,5
635,5
636,2
637,5
638,3
639,4
640,5
641,4
642,5
643,4
644,2
645,5
646,2
647,1
648,1
649,3
650,5
651,3
652,2
653,4
654,1
655,5
656,4
657,1
658,2
659,3
660,2
661,3
662,2
663,2
664,3
665,1
666,2
667,1
668,3
669,3
670,5
671,3
672,1
673,1
674,2
675,5
676,5
677,2
678,1
679,5
680,4
681,1
682,5
683,2
684,3
685,5
686,1
687,1
688,1
689,5
690,4
691,4
692,5
693,4
694,2
695,2
696,3
697,1
698,4
699,2
700,5
701,1
702,3
703,4
704,3
705,1
706,4
707,4
708,5
709,1
710,2
711,5
712,3
713,1
714,5
715,5
716,2
717,5
718,5
719,5
720,2
721,3
722,1
723,2
724,3
725,5
726,5
727,2
728,3
729,3
730,3
731,1
732,1
733,5
734,3
735,4
736,3
737,5
738,4
739,2
740,1
741,4
742,5
743,3
744,4
745,4
746,2
747,5
748,4
749,2
750,3
751,5
752,5
753,2
754,1
755,2
756,5
757,1
758,2
759,4
760,5
761,5
762,1
763,1
764,5
765,2
766,3
767,3
768,4
769,3
770,5
771,2
772,3
773,4
774,2
775,5
776,3
777,5
778,3
779,3
780,3
781,1
782,4
783,1
784,2
785,3
786,1
787,3
788,1
789,1
790,4
791,5
792,3
793,4
794,1
795,3
796,2
797,2
798,3
799,5
800,1
801,3
802,1
803,2
804,2
805,1
806,1
807,4
808,4
809,3
810,2
811,2
812,4
813,5
814,3
815,3
816,1
817,5
818,3
819,3
820,1
821,3
822,2
823,4
824,5
825,1
826,4
827,3
828,1
829,3
830,4
831,1
832,2
833,2
834,5
835,3
836,2
837,3
838,3
839,4
840,4
841,2
842,1
843,3
844,4
845,1
846,3
847,3
848,4
849,4
850,5
851,1
852,2
853,2
854,2
855,4
856,2
857,2
858,4
859,4
860,3
861,3
862,1
863,3
864,4
865,3
866,4
867,1
868,2
869,2
870,3
871,1
872,4
873,3
874,5
875,2
876,4
877,2
878,5
879,4
880,1
881,2
882,4
883,4
884,5
885,1
886,3
887,2
888,5
889,4
890,5
891,5
892,5
893,1
894,1
895,1
896,5
897,2
898,4
899,5
900,4
901,5
902,2
903,2
904,2
905,5
906,4
907,5
908,3
909,4
910,5
911,4
912,5
913,5
914,2
915,1
916,5
917,1
918,1
919,5
920,1
921,5
922,2
923,3
924,4
925,1
926,4
927,3
928,3
929,5
930,4
931,2
932,3
933,5
934,4
935,2
936,4
937,2
938,4
939,3
940,3
941,1
942,5
943,1
944,1
945,3
946,3
947,5
948,4
949,5
950,3
951,1
952,1
953,3
954,3
955,3
956,2
957,3
958,1
959,4
960,5
961,3
962,1
963,3
964,4
965,1
966,3
967,3
968,2
969,1
970,1
971,4
972,1
973,1
974,3
975,1
976,5
977,1
978,3
979,3
980,5
981,5
982,4
983,3
984,4
985,5
986,4
987,4
988,4
989,2
990,1
991,4
992,3
993,2
994,1
995,2
996,5
997,4
998,5
999,5
1000,3
