361,8
362,3
363,5
364,3
365,4
366,1
367,10
368,10
369,6
370,8
371,4
372,8
373,7
374,1
375,10
376,3
377,10
378,10
379,7
380,8
381,8
382,2
383,1
384,5
385,4
386,6
387,10
388,3
389,6
390,8
391,6
392,10
393,8
394,2
395,2
396,5
397,4
398,4
399,9
400,3
401,2
402,3
403,5
404,7
405,6
406,7
407,2
408,6
409,9
410,1
411,6
412,8
413,1
414,6
415,10
416,8
417,4
418,9
419,5
420,7
421,5
422,10
423,10
424,9
425,10
426,7
427,4
428,1
429,7
430,9
431,8
432,10
433,7
434,2
435,9
436,4
437,3
438,4
439,3
440,8
441,4
442,7
443,5
444,6
445,9
446,5
447,10
448,8
449,8
450,4
451,4
452,1
453,5
454,10
455,5
456,9
457,6
458,4
459,2
460,1
461,10
462,8
463,6
464,9
465,8
466,3
467,9
468,1
469,10
470,5
471,6
472,3
473,1
474,4
475,1
476,1
477,8
478,6
479,1
480,1
481,2
482,1
483,5
484,1
485,6
486,6
487,7
488,4
489,8
490,3
491,1
492,8
493,7
494,8
495,8
496,7
497,2
498,3
499,5
500,6
501,6
502,6
503,6
504,8
505,4
506,2
507,9
508,3
509,2
510,10
511,4
512,10
513,6
514,4
515,9
516,7
517,9
518,2
519,8
520,4
521,2
522,2
523,2
524,10
525,7
526,10
527,7
528,5
529,1
530,10
531,8
532,7
533,2
534,9
535,6
536,9
537,9
538,8
539,8
540,6
541,2
542,2
543,1
544,6
545,3
546,4
547,4
548,2
549,9
550,10
551,4
552,9
553,2
554,6
555,7
556,8
557,10
558,1
559,6
560,5
561,2
562,6
563,5
564,9
565,2
566,1
567,7
568,7
569,4
570,3
571,4
572,7
573,6
574,9
575,5
576,9
577,5
578,5
579,2
580,4
581,7
582,1
583,3
584,9
585,2
586,3
587,4
588,6
589,10
590,10
591,5
592,3
593,4
594,9
595,4
596,4
597,1
598,6
599,2
600,8
601,8
602,4
603,7
604,10
605,4
606,1
607,4
608,3
609,1
610,6
611,10
612,10
613,2
614,9
615,5
616,9
617,7
618,6
619,7
620,3
621,5
622,6
623,6
624,8
625,4
626,5
627,4
628,1
629,7
630,2
631,3
632,2
633,10
634,4
635,4
636,7
637,9
638,8
639,2
640,8
641,3
642,2
643,4
644,2
645,7
646,3
647,6
648,8
649,2
650,4
651,6
652,9
653,5
654,7
655,7
656,10
657,2
658,7
659,1
660,3
661,5
662,1
663,10
664,1
665,2
666,1
667,1
668,8
669,9
670,1
671,10
672,8
673,4
674,10
675,10
676,7
677,9
678,10
679,6
680,1
681,5
682,2
683,7
684,7
685,3
686,3
687,8
688,2
689,6
690,6
691,6
692,3
693,2
694,5
695,7
696,7
697,9
698,9
699,9
700,8
701,9
702,8
703,5
704,3
705,10
706,4
707,4
708,5
709,3
710,7
711,5
712,3
713,1
714,6
715,4
716,2
717,1
718,8
719,6
720,8
721,1
722,6
723,2
724,8
725,5
726,9
727,7
728,3
729,8
730,10
731,3
732,8
733,5
734,5
735,9
736,1
737,5
738,10
739,8
740,5
741,10
742,7
743,10
744,1
745,7
746,5
747,4
748,4
749,3
750,5
751,6
752,8
753,1
754,7
755,2
756,7
757,1
758,8
759,8
760,8
761,5
762,4
763,10
764,10
765,6
766,1
767,3
768,9
769,1
770,10
771,3
772,4
773,1
774,1
775,5
776,10
777,5
778,7
779,8
780,9
781,4
782,3
783,7
784,6
785,8
786,6
787,4
788,2
789,3
790,9
791,2
792,6
793,6
794,7
795,10
796,3
797,8
798,1
799,7
800,5
801,3
802,2
803,5
804,8
805,9
806,10
807,6
808,5
809,1
810,3
811,7
812,9
813,5
814,4
815,6
816,2
817,7
818,5
819,9
820,5
821,10
822,8
823,3
824,7
825,8
826,1
827,7
828,4
829,10
830,10
831,7
832,8
833,9
834,4
835,10
836,8
837,9
838,4
839,8
840,3
841,4
842,3
843,3
844,8
845,8
846,3
847,2
848,4
849,4
850,2
851,3
852,7
853,5
854,1
855,9
856,3
857,5
858,2
859,4
860,3
861,2
862,7
863,9
864,1
865,2
866,1
867,3
868,1
869,9
870,10
871,3
872,7
873,7
874,4
875,6
876,3
877,2
878,6
879,4
880,3
881,2
882,7
883,10
884,6
885,7
886,10
887,9
888,5
889,5
890,3
891,6
892,9
893,6
894,10
895,10
896,7
897,9
898,10
899,1
900,6
901,2
902,2
903,10
904,1
905,4
906,5
907,10
908,8
909,3
910,1
911,1
912,4
913,10
914,5
915,1
916,9
917,8
918,4
919,2
920,7
921,1
922,8
923,7
924,8
925,6
926,7
927,7
928,3
929,2
930,4
931,9
932,1
933,7
934,1
935,7
936,8
937,5
938,3
939,4
940,7
941,1
942,4
943,6
944,7
945,9
946,6
947,5
948,6
949,1
950,10
951,10
952,3
953,3
954,10
955,4
956,3
957,4
958,4
959,1
960,3
961,4
962,6
963,1
964,6
965,6
966,9
967,2
968,5
969,7
970,9
971,8
972,10
973,5
974,6
975,2
976,5
977,6
978,5
979,3
980,1
981,7
982,10
983,7
984,3
985,1
986,1
987,7
988,8
989,2
990,9
991,7
992,1
993,1
994,1
995,5
996,10
997,2
998,6
999,2
1000,1
